,reviews,sentiment
1135,"I actually saw this movie in the theater back in it's original release. It was painful to watch Peter Sellers embarrass himself so badly. The story was incredibly lame and difficult to follow, and the ending was ridiculous. It was just sad to see how the mighty had fallen. I won't say that I'm a huge Peter Sellers fan, but I did thoroughly enjoy the Pink Panther series and I felt that he gave a strong performance in Being There. But this film should never have been made. From what I've read, he pursued producing this film against the advice of the people around him. Fine, but that still doesn't excuse the studio actually releasing the film.",0
1136,"This film has a powerful philosophical ending. But that ending has meaning only if you watch the movie from the beginning.<br /><br />Youth alienation in the late 1960's, from the viewpoint of a young man and a young woman, is the obvious theme of ""Zabriskie Point"". Neither Mark Frechette nor Daria Halprin had much acting experience, a fact that actually enhances the film's message. Having untrained actors conveys a sense of realism, as both players seem emotionally detached from the turmoil around them.<br /><br />This is not a script-driven film. Except for the first ten minutes, it is mostly visual, with stunning cinematography. The beautiful naturalistic images seem other-worldly, and perfectly in sync with the emotional detachment of Mark and Daria.<br /><br />I would have replaced the thematically weak Pink Floyd music with the more cogent music of The Doors. Many scenes cry out for ""Riders On The Storm"".<br /><br />Even so, I like this film. It's different; it's unique; it is artistic and imaginative. And the desert badlands are beautiful.<br /><br />As the years go by, ""Zabriskie Point"" seems more and more attractive. It conveys the mood of the late 1960's in America. It is amazingly artistic, in a bohemian sort of way. And the film's last eight minutes are philosophically mesmerizing.",1
1137,"Extremely thin 'plot' of satanic rituals or some such mumbo-jumbo provides the hokey excuse to thread copious amounts of sex scenes together. Straight vanilla sex, masturbation, lesbianism, S&M, bestiality, incest, and a few other sexual proliferation's all get their time in the spotlight here. The problem is the storyline is so dull that the rampant sexuality gets pretty tedious after awhile. Who knew that a film with an intimate goat/ girl encounter could be so damn boring? Well now I do.<br /><br />Eye Candy: Venessa Hidalgo shows all; Helga Line provides T&A (both on display quite frequently); women viewers get the occasional penis.<br /><br />My Grade: D+<br /><br />Region 1 DVD Extras: Trailers for ""Pick Up"", ""Legend of Eight Samurai"", ""Don't Answer the Phone"", ""Prime Evil"", & ""Sister Street Fighter"" (also the same DVD holds a second feature movie ""Evil Eye"")",0
1138,"Higher and Higher was one of Rodgers&Hart's lesser Broadway musicals it only had a run of 84 performances on Broadway in 1940. Yet it yielded one of their bigger hits It Never Entered My Mind.<br /><br />Nevertheless except for one minor song, So Disgustingly Rich, the entire Broadway score was scrapped when RKO bought the film rights. Instead a whole new score by Jimmy McHugh and Harold Adamson was written, mostly to accommodate one Francis Albert Sinatra who was making his feature film debut.<br /><br />Sinatra who had done some vocal cameos in previous films, takes a leaf from the page of his singing rival Bing Crosby. When Bing did his feature film debut in The Big Broadcast, he played Bing Crosby. Frank Sinatra took on the role of Frank Sinatra and I can't think of anyone who could have done a better job. <br /><br />The Chairman of the Board is billed third here behind stars Jack Haley and Michele Morgan. He's the butler and she's the scullery maid to Leon Errol. In fact Errol is a millionaire who hasn't paid his help for seven months. Mainly because he's about to go belly up into chapter 11 or so he informs the staff.<br /><br />Errol's a delightful old soul to work for and none of the staff want to lose a good thing. They pool their resources and get Michele Morgan to impersonate Errol's daughter who's over in Switzerland with her mother. The idea being to snag a rich bankroll in the hopes rescuing the family fortune. Only Michele starts looking at another.<br /><br />It's a slight plot and certainly no worse than a whole lot of musicals, but RKO invested this film with a good cast of players. Barbara Hale and Elizabeth Risdon play another débutante and her mother who suspect something's not right, Victor Borge is a fortune seeking no account, Dooley Wilson, Paul Hartman, Grace Hartman, Marcy McGuire, Mel Torme and Mary Wickes, play others of the Errol household staff. Not a bad bunch at all.<br /><br />Sinatra sang three good ballads all of them had some kind of commercial success, The Music Stopped, A Lovely Way to Spend an Evening, and I Couldn't Sleep a Wink Last Night. The last one was nominated for an Oscar for Best Song, but lost to Alice Faye's You'll Never Know.<br /><br />1943 was the year of the Musician's Union Strike against the recording industry. To get their material out, Frank Sinatra recorded the songs from Higher and Higher with an acapella chorus for Columbia. Bing Crosby recorded songs from his film Dixie in the same manner for Decca. Both of them were denounced by the president of the union, James C. Petrillo as strikebreakers and both did not cross the picket line again. The strike wasn't settle completely until 1944 although Decca broke ranks earlier from the other record companies and settled earlier than Columbia, RCA Victor and the others.<br /><br />The strike provided some anxious moments for Sinatra. He had just left the Tommy Dorsey Orchestra when the strike was called. It closed off a needed venue for his artistry when he wasn't sure whether leaving Dorsey would prove to be a right career move. <br /><br />Fortunately Higher and Higher was received well a legend was launched.",1
1139,"Was it a thriller, as I thought when I saw the cover at the video library? No. Was it a 'food fr thought' as the author was maybe trying to make it? Not really. So what was it? It was a very average movie, that had great potential, and was nicely directed but let down by a confusing story without strong points, beginning middle and end, with poor acting expect from the serial killer guy, who although he seemed overzealous at some points delivered the best performance of the cast overall. It was nice cinematography, with good colours, cool hi-tec stuff, beautiful scenics but leaves you lost about where it's going and where it has just been. And with a feeling of let's just quickly wrap it up in the end. OK to watch if there's nothing else on TV.",0
1140,"Slashers.....well if you like horrors its definitely one to see, otherwise don't even bother.It is completely obvious that this film has an extremely low budget, For instance it looks as if the entire film has been shot in a warehouse somewhere, and on numerous occasions you will see the mike boom shadow and the camera mans shadow, trust me you wont need to look for them.Also try to ignore the cheesy actors, if thats what you call them!!The basic outline is a few people decide to go on a game show where they have to survive a night in a big maze due to their being 3 killers on the loose and whoever live's at the end gets rich. Now there is something about this film that keeps you watching and rarely do you find that with a cheap budget horror these days,For example when i watched it i thought to my self i would'nt mind having a go at this game! especially for $12.000.000. so anyway i would recommend you watch it and make up your own mind.",0
1141,"This film reminds me of 42nd Street starring Bebe Daniels and Ruby Keeler. When I watch this film a lot of it reminded me of 42nd Street, especially the character Eloise who's a temperamental star and she ends up falling and breaks her ankle, like Bebe Daniels did in 42nd Street and another performer gets the part and become a star. This film, like most race films, keeps people watching because of the great entertainment. Race films always showed Black Entertainment as it truly was that was popular in that time era. The Dancing Styles, The Music, Dressing Styles, You'll Love It. This movie could of been big if it was made in Hollywood, it would of had better scenery, better filming, and more money which would make any movie better. But its worth watching because it is good and Micheaux does good with the little he has. I have to say out of all Micheaux's films, Swing is the best! The movie features singers, dancers, actresses, and actors who were popular but forgotten today. Doli Armena, a awesome female trumpet player who can blow the horn so good that you think Gabriel is blowing a horn in the sky. The sexy, hot female dancer Consuela Harris would put Ann Miller and Gyspy Rose Lee to shame.<br /><br />Adding further info... Popular blues singer of the 20's and 30's Cora Green is the focus of the film, she's Mandy, a good, hard working woman with a no good man who takes her money and spend it on other women. A nosy neighbor played by Amanda Randolph tells Mandy what she seen and heard and Mandy goes down to the club and catches her man with an attractive, curvy woman by the name of Eloise (played Hazel Diaz, a Hot-Cha entertainer in the 30's) and a fight breaks out. Then Mandy goes to Harlem where she reunites with a somewhat guardian angel Lena played by one of the most beautiful women in movies Dorothy Van Engle. Lena provides Mandy with a home, a job, and helps her become a star when temperamental Cora Smith (played by Hazel, I guess she's playing two parts or maybe she changed her stage name) tries to ruin the show with her bad behavior. When Cora gets drunk and breaks her leg, Lena convinces everyone that Mandy is right for the job and Lena is right and a star is born in Mandy. Tall, long, lanky, but handsome Carman Newsome is the cool aspiring producer who Lena looks out for as well. Pretty boy Larry Seymour plays the no good man but after Lena threatens him, he might shape up. There are a few highlights but the one that sticks out to me is the part where Cora Smith (Hazel Diaz) struts in late for rehearsal and goes off on everyone and then her man comes in and punches her in the jaw but that's not enough, she almost gets into a fight with Mandy again. In between there's great entertainment by chorus girls, tap dancers, shake dancers, swing music, and blues singing. There's even white people watching the entertainment, I wonder where Micheaux found them, there's even a scene where there's blacks and whites sitting together at the club, Micheaux frequently integrated blacks and whites in his films, he should be commended for such a bold move.<br /><br />This movie was the first race film I really enjoyed and it helped introduced me to Oscar Micheaux. This movie is one of the best of the race film genre, its a behind the scenes story about the ups and downs of show business.<br /><br />No these early race films may not be the best, can't be compared with Hallelujah, Green Pastures, Stormy Weather, Cabin In The Sky, Carmen Jones, or any other Hollywood films but their great to watch because their early signs of black film-making and plus these films provide a glimpse into black life and black entertainment through a black person's eyes. These films gave blacks a chance to play people from all walks of life, be beautiful, classy, and elegant, and not just be stereotypes or how whites felt blacks should be portrayed like in Hollywood. Most of the actors and actresses of these race films weren't the best, but they were the only ones that could be afforded at the time, Micheaux and Spencer Williams couldn't afford Nina Mae McKinney, Josephine Baker, Ethel Waters, Fredi Washington, Paul Robeson, Rex Ingram, and more of the bigger stars, so Micheaux and other black and white race film-makers would use nightclub performers in their movies, some were good, some weren't great actors and actresses, but I think Micheaux and others knew most weren't good actors and actresses but they were used more as apart of an experiment than for true talent, they just wanted their stories told, and in return many black performers got to perform their true talents in the films. For some true actors/actresses race films were the only type of films they could get work, especially if they didn't want to play Hollywood stereotypes, so I think you'll be able to spot the true actors/actresses from the nightclub performers. These race films are very historic, they could have been lost forever, many are lost, maybe race films aren't the greatest example of cinema but even Hollywood films didn't start out great in the beginning. I think if the race film genre continued, it would have better. If your looking for great acting, most race films aren't the ones, but if your looking for a real example of black entertainment and how blacks should have been portrayed in films, than watch race films. There are some entertaining race films with a good acting cast, Moon Over Harlem, Body and Soul, Paradise In Harlem, Keep Punching, Sunday Sinners, Dark Manhattan, Broken Strings, Boy! What A Girl, Mystery In Swing, Miracle In Harlem, and Sepia Cinderella, that not only has good entertainment but good acting.",1
1142,"Not a movie for everyone, but this movie is in my top 10. I am a lover of black comedy. With a cast including Richard Dreyfus (Vic), Jeff Goldblum (Mick), Larry Bishop (Nick) and Gabriel Byrne (Ben 'Brass Balls' London) in the leads, the lines can't help but be dry. The supporting cast is nearly dead center. Counting the minor flaws in the movie: Ellen Barkin's make-up gave her face has a washed out look; there were a couple of gimme cameos by Joey Bishop and Richard Pryor that served no purpose, and Michael J. Pollard's screen time was too short. Over all, the cast was just incredible without egos to wreck a fine script. If you have seen Larry Bishop's (writer, director) film, Underworld (a dark crime flick), you will enjoy this one. His next outing (writer, director, actor) is Hell Ride with Michael Madsen and Quentin Tarantino.",1
1143,"In a word - excellent. This is THE MOVIE. Go and see it. The director Ron Howard... I mean, The Director Ron Howard did a fantastic job, as he usually does. An incredible attention to detail, vivid colors and decorations, breathtaking Whoville atmosphere, astonishing variety of costumes. Wait, there's more to it than that - the story is very good, too. There's clearly a message to be extracted from it by the thoughtful viewers. Jim Carrey is top-notch. He is probably the best Grinch possible. The girl, Taylor Momsen, is real good. I'm sure she has some great future. The dog is cool. All in all, it's a very high quality Christmas fairy-tale. If you like fairy-tales, it's for you. If you like Christmas, it's for you.<br /><br />Reading some other reviews here... Get a life. It hurts me every time to see people out there who... well... got their hearts two sizes too small.",1
1144,"The premise of Cabin Fever starts like it MIGHT have something to offer. A group of college teens after finals (in the fall?) goes to a resort cabin in the woods where one by one they are attacked by an unseen flesh eating virus.<br /><br />Unfortunately, the first paragraph is where any remote elements of film quality stop. Cabin Fever is little more than college kids looking for sex, booze, talking non-stop about nothing, and seeing how many F-bombs they can get into 1:40 minutes or however long this mess is.<br /><br />The kids act and react stupidly to everything around them. One of them for instance discovers that the skin virus has infected her legs, so what does she do? She keeps shaving her legs failing to take proper medical attention for her wounds. The scene is little more than a gross out. In another scene, Rider Strong from ""Boy Meets World"" gets bitten on the hand by some kid who only says ""Pancakes"" and likes to do karate kicks on those who sit next to him. If you can figure out the reason for why the ""Pancakes"" kid was included, I'd love to know. Anyway, Rider pets a wild dog and goes off to wash his bitten hand in a most likely contaminated creek. Another kid likes to drop F-bombs in reacting to everything around him and shoot squirrels. Why? Your guess is as good as mine!<br /><br />Rider Strong is the ONLY kid with any recognition in this movie. He tries to calm people down in-between the yelling and screaming and F*** Y**! bombs that people are throwing around. When the kids aren't yelling, they are having or talking about sex or talking nonsense to the other adult characters who are EVEN MORE (if that is possible)idiotic than the kids! The idiot cop with an IQ of 60 at best may be one of the WORST acting jobs I have ever seen in a movie. You talk about people not playing with a full deck, this dork doesn't even know how to find the cards! LOL! I was like, ""Will you PLEASE shut up already?!"" He makes the kid actors look like geniuses! The only part that I sort of liked was Rider's scary story (although gory) about the deranged bowling alley guy. In interviews, Rider said that he had a great deal of respect for director Eli Roth. But the problem is that Mr. Roth appears to be going for little more than shock and gore. There are far too many bad things about this movie for Mr. Roth to get any credit. I wish I could agree with Rider and find something likable about this movie. Maybe the fall scenery in the beginning? Actually, Rider Strong JUST saves this movie from being a 1! Hopefully, he was compensated for this junk!",0
1145,"Given its time of release, the story that unravels in 1950 thriller 'Panic in the Streets' was hardly a surprise. The corpse of a mysterious illegal immigrant is found and passed off as a nobody until further examination from a public health inspector who claims the corpse carries a strain of bubonic plague. Yet with the current drama in the world today, this strangely helps this film in appearing credible for today's viewers. The cast and crew are flawless. Richard Widmark in his first role following his breakthrough performance in 'Night and the City,' Jack Palance in his chilling film debut, also starring in this film are Paul Douglas and a young (and rather cute) Barbara Bel Geddes. A whole slew of uncredited, non-professional actors (typical of director Kazan) fill in the remaining slots. Elia Kazan directs, Joe MacDonald films (he would later work with Richard Widmark again in 1953's much superior 'Pickup on South Street') and the great Alfred Newman scores it. Nearly everyone involved here has done better work, 'Panic in the Streets' is quite the rewarding watch, nonetheless. Especially for the film-noir enthusiast.",1
1146,"Using tons of stock footage, not only from Trader Horn but also the first two films in the series (for example the alligator fight was used last time out) this is one of the weakest films in the MGM series. Its a huge let down after the classic Tarzan and His Mate which is possibly the best film in the series.<br /><br />The plot has Jane's cousins coming into the jungle to tell her that she has inherited a fortune if she'll come back to claim it. They are kind of in the bind since the relative that left her the money cut them out of the will.Hiring a great white hunter, who secretly wishes to capture Tarzan and sell him, the pair heads into the jungle where they run into the usual jungle troubles (more so because of the stock footage). After lots of talk Jane decides to go back to civilization and we get long sequences of Tarzan and Jame making kissy face. Finally into the last half hour the plot to capture Tarzan is put in motion and things at last become interesting as plans go awry and things look very grim for all concerned..<br /><br />Painfully dull film is clear evidence of a troubled production. the film seems to have been assembled from several different films with the first half hour playing as an almost exact repeats of the previous film. The middle third shows signs of having to stretch things out and having plot lines that ultimately went nowhere. The last third where Tarzan is captured and the party is put into peril is the point that the film finally comes to life (it also shows signs of the graphic violence that caused much of the need to re-shoot the film). To me its a great wonder how the series managed to continue on from here since this film isn't very good (except at the end).I would be hard pressed to explain it except I would have to say that it was the relationship between Weissmuller and O'Sullivan as Tarzan and Jane which kept people coming back. Its a beautifully acted pairing and really is one of the screens great couples.<br /><br />(I should probably also mention that this is the point that the film became less real and more fantastical with the appearance of the Tarzan tree house.) I really dislike the first hour or so of this film a great deal and find it a great waste of time and energy. If you can come in towards the end I would recommend giving the film a try. Otherwise I would just skip the whole film and move on to the next film in the series.",0
1147,"this is an entertaining movie. actually might make you uncomfortable since it isn't some undead psychopath or sociopath, its your everyday doctor. how scary is that. got some good actors and actresses in this movie, though some where unappreciated like Virginya Keehne as Sarah. Ken Foree who you might recognize from rob zombie's devils rejects and Halloween(2007) co-stars as our detective on schizoid Dr. Alan Feinstone's(Corbin Benson)trail. Short little summary is this: Dr. Alan Feinstone, a guy who has a sexy wife, nice house, and is a great dentist everyone loves. Until he catches his wife cheating on him with the pool cleaner. Then he starts having hallucinations that his patients' teeth are all rotted and that the female patients are his wife as he starts going nuts in this thriller. But before that, nice guy.",1
1148,"Let's put political correctness aside and just look at this in terms of the numerous sex comedies that came out in the 1980's because I for one don't think this is any better or any worse than the others. Unless your some religious kook or an uptight female you can probably view a silly film such as this without getting all worked up about the content and I personally had a totally innocuous feeling towards this before and after watching it. Story is set in Albuquerque, New Mexico where a rich 15 year old boy named Phillip ""Philly"" Fillmore (Eric Brown) is naturally horny as hell and starts spying on the attractive maid that has just started working for his father.<br /><br />*****SPOILER ALERT***** Nicole Mallow (Sylvia Kristel) is friendly to Philly but things heat up when his father goes out of town on business and she starts to flirt with him to the point where she invites him into her bedroom to watch her undress. Philly is awkward and doesn't know how to react at first but soon he goes for it and has sex but than to his horror it seems that Nicole has died from a heart attack! With the help from the sleazy chauffeur Lester Lewis (Howard Hesseman) they seemingly have buried her body but a note from a blackmailer shows up and Philly must get $10,000 out of his father's safe. Philly is shocked when Nicole shows up and he learns that the whole thing was an extortion plan set up by Lester and that she only went along with it because she's an illegal alien and if she didn't do what she was told Lester would have called the immigration office. Together they try to get his father's money back before he returns home and they enlist the help from Jack (Ed Begley Jr.) who is a tennis instructor but pretends to be a cop to scare Lester.<br /><br />This little comedy was made for less than $3 million but it grossed over $50 million worldwide and made it one of the least likely films during that time to be so successful which prompts me to wonder why this was a hit and not any of the others in the genre. Director Alan Myerson can boast that he made a hit film but the truth is that he never really had a career in films although he did go on to be very successful in television. So...why did this become so successful? I have a thought that it just may be because of Kristel and before you decide that I'm crazy listen to my reasoning. Kristel was an international star because of her soft core films so that reason alone made many free thinking adults curious about viewing her in an American film that was getting a wide release. With that, the same adults would also be nostalgic about their own youth and the fantasy of being taught the ways of lovemaking by an attractive older woman which brings in the much younger audience members who are probably still very inexperienced and curious about the film. Anyway, that's my thought and if anyone has another reason I would love to hear it but back to the film itself it's apparent (and very sad) that a film like this could probably never get made again (except in Europe) because of the religious right and the other prudish freaks who just can't come to terms with the fact that a teenage boy getting laid will not do him any harm. In fact, it's a valuable service that ALL BOYS pray will happen to them! The film itself is clumsy and Kristel's body double is all too evident in certain scenes especially if you take careful note of the difference in their nipples. The story (although intriguing in it's basic form) is neither very funny or revealing so were left ogling the nude scenes that are really the norm for the genre.",0
1149,"OH WOW. I saw this film at the Irish International Film Fleadh in Manhattan on 12 March 2000. Both stars were in attendance and were available for questions afterward. WHAT A GORGEOUS FILM! Although set in Ireland amid Catholic/Protestant antagonism, the story could have happened anywhere between any two groups of people who hate each other. The horror of how quickly people can get carried away when they are given a chance to vent their hate and anger was woven beautifully with a moving love story drizzled with humor and fun. If this one does not get picked up in the USA, it would truly be most unfortunate.<br /><br />As for the stars and supporting players...FIRST RATE. They call Orla Brady the Irish Meryl Streep, I heard. It is my opinion that she is BETTER than Meryl Streep. They should be calling Meryl the American Orla Brady! And, Liam Cunningham's steady and powerful portrayal of a simple and private man sucked into a political war was brilliant.<br /><br />SEE THIS MOVIE.",1
1150,"I am a fan of the previous Best of the Best films. But this one was awful. No wonder I had such a hard time finding it. I tried 4 video rental stores, until I found one with a copy of this movie. The acting was terrible, the plot was a joke, and the action was bad as well.<br /><br />I really miss Alex Grady, Travis Brigley, and the original kickboxing characters and theme that this film had with the first 2 movies.<br /><br />John",0
1151,"Good sequel to Murder in a Small Town. In this one Cash and his police Lt. buddy unravel a sticky plot involving a Nazi criminal, a philanthropic witch, and a family of screw-ups and their wierdo helpers. As in the original, the viewer is treated to a nice little mystery with distinctive sights and sounds of pre-war America. Go see it.",1
1152,"""Citizen X"" tells the story of ""The Butcher of Rostov"", nickname for a heinous and perverse Russian serial killer who claimed 52 lives from 1978-92. The film focuses on the novice detective (Rea) who doggedly pursued the killer against all odds in the face of an uncooperative bureaucracy in self-serving and convenient denial. An HBO product for t.v., the film offers a solid cast, good performances, spares the audience much of the grisly details, but plays out like a docudrama sans the stylistics of similar Hollywood fare. An even and straight-forward dramatization of a serious and comparatively little known story more interesting than ""Jack the Ripper"". (B)",1
1153,"Secret Sunshine (2007) is famous for its awards at the Festival de Cannes in 2007 and other film festivals. Jeon-Do Yeon, who played the newly widowed Shin-ae, won the best actress trophy at the 60th Cannes festival. Secret Sunshine was also a winner of best feature film and Jeon-Do Yeon received a best actress nod from Asia Pacific Screen Awards. In addition, this movie won the best film awards in virtually all Korean film festivals. Masterfully written and directed, and uniquely photographed, Secret Sunshine expressed the hope and salvation that can be found when life is painful because of continuous tragedy. This film also talked about the forgiveness of God and people. Lee Chang Dong, director and writer of this movie, said in an interview, ""In a vast sense, I wanted to express what love is and this movie could be a melodrama in a sense. Without love, we can't talk about hope and salvation."" Lee acknowledged that Secret Sunshine had no apparent genre. This movie is not a movie about religion, but it drew attention from many Christians in Korea because there were a lot of Christian elements in the movie.<br /><br />The turning point in Secret Sunshine comes when Jun, Shin-ae's son, is kidnapped and killed. The kidnapper asks for money because he presumes that since she can buy land, she must be rich. Her lie causes much sorrow.<br /><br />Shin-ae becomes a church-goer and wants to forgive the murderer. She decides to visit her son's murderer in prison and forgive him. Jong-chan, Shin-ae's guy friend, says, ""Just forgive in your heart. Do you have to go to the prison?"" Her church fellows cheer for her and say they will pray for her. Her pastor agrees with what she wants to do. That is a sad moment because it is too early for her to do an action. The result of the meeting with the murderer is another turning point in Shin-ae's life. The murderer says with a peaceful smile that he has already been forgiven by God. This sparks anger in her toward God. She says, ""How could You forgive the man before I forgive?"" <br /><br />She begins to fight against God. She looks up to the sky and proclaims, ""I won't lose to You."" She becomes a snare, her heart is a trap, and her hands are chains. It is more bitter than death. She becomes crazier and crazier and is sent to a mental hospital. On the day Shin-ae is discharged from the hospital, she goes to a beauty shop and sees a familiar face. The daughter of her son's murderer works in the shop and cuts her hair. The murderer's daughter has helped kidnapped Shin-ae's son. While she cuts Shin-ae's hair, the protagonist can't understand what's going on and gets out of the shop quickly.<br /><br />It is difficult not to talk about Jong-chan in the movie. Jong-chan does his best to be by Shin-ae's side. Although Shin-ae doesn't care about him at all, he is beside her all the time. Shin-ae leaves church quickly, but Jong-chan, who started attending church because of Shin-ae, stays there because he feels peace with God. Lee Chang-dong, the director of Secret Sunshine, says that Jong-chan is like Milyang( secret sunshine), the rural city or vice versa. He seems to ""be too secular and frivolous, but he is always two steps behind her and takes care of her. Milyang is like him."" Mr. Lee adds, ""Someone joked that Jong-chan could be an angel. I think that he could be the angel. Who knows? We can't say for sure that there is no angel."" If there is a person like Jong-chan who forever accompanies his lover's twists and turns, we can defend ourselves against the overpowered. The life of Shin-ae is full of meaninglessness. Her husband died after he cheated on her, and her only son was killed cruelly by a murderer after she moved to her husband's hometown. And her soul was damaged because she learned Christianity in a wrong wayand that makes her crazy, literally. It is too easy to say that her life is filled with meaninglessness. Does she still have hope in her life? Can she find meaning in her life? The final scene gives us hope. Shin-ae tries to cut her hair by herself: we walk our life's journey by ourselves. She, however, realizes that it is hard to do it by herself, and we know that we can't do everything by ourselves. We see Jong-chan holding the mirror for her while she cuts her hair. That's her hope. She has Jong-chan beside her and he is willing to help her in whatever situation she is. As I mentioned earlier, Jong-chan is like an angel for her. If we feel that an angel is always beside and behind us, we can find joy in life even though we face adversity in our lives. <br /><br />Secret Sunshine was a hot topic of conversation in Korea. It is like Da Vinci Code. While Da Vinci Code helps us discuss the early church history, Secret Sunshine prompts us to deal with life's messiness and find meaning when life seems unbearable. With a shallow interpretation of the movie, people misunderstand Christianity and its theology. With a deeper interpretation, this movie will help us see beneath the surface. Some people say they quit attending church worship service after they watched Secret Sunshine, and Lee Chang-dong responds by saying, ""They were already anti-Christ before they watched this movie. Secret Sunshine is a life story of a woman and we can interpret our life through Shin-ae's life.",1
1154,"a romance without feeling, a drama of issues without point (or drama).... This film is supposed to be all these and fails on each and every account, as if it isn't trying. Or as if the director/editor/scriptwriter team isn't really trying. The actors are able--they need better support.<br /><br />One element that doesn't fail is the score by George Delarue. Beautiful and moving. What a shame it's attached to this film. In a good film actors' words and movements and music synchronize and enhance the impact. This editor plastered on music with no regard for dialogue and movement. The love scene is particularly grating in this respect: an insult to the talents of the lead actors.<br /><br />There is another element in the film that works: location photography. Notably one moment in Grand Central Station. I'd guessed in advance what was going to happen; but how it was filmed in that setting was breathtaking.<br /><br />Some commentators on this board have pointed out that US assimilation of criminal Nazi scientists actually happened during these years of the MacCarthy scare. The moment the film seems to start looking seriously at American society, it switches into conventional romance; before any human feelings can move us, it's away on a (predictable) 'thriller' escapade.<br /><br />Just as the film insults the talents of the actors, it insults the issues it's pretends (and fails) to take up.<br /><br />You are warned.",0
1155,"Spoiler This movie is about such a concept. Williams will go to any low in order to replay the football game that haunts his life. Russel plays the ex jock who peaked in high school. Finally the under dog get its shot, and Williams can save face, instead of being the clown. A great reverse tragedy. 7/10",1
1156,"I have a 5 minute rule (sometimes I'll leave leway for 10). If a movie is not good in the first 5 or 10 minutes it's probably not going to ever get better. I have yet to experience any movie that has proved to contest this theory. Dan in Real Life is definitely no exception. I was watching this turkey and thought; wow, this is not funny, not touching, not sad, and I don't like any of the characters at all.<br /><br />The story of an advice columnist/widower raising three young daughters, who falls in love with his brothers girlfriend. I suppose the tagline would be ""advice columnist who could USE advice""? I don't know. Dans character in no way struck me as someone qualified to give advice. I guess THAT'S the irony? I don't know. He goes to see his parents, brothers, sisters and their kids at some sort of anual family retreat, which seems very sweet, and potential fodder for good comedy, story lines...none which ever emerge. The central story is basically how he loves this woman, but can't have her. Anyone with a pulse will realise that eventually he WILL get her, but you have to suffer through painfully unfunny, trite, lifetime movie network dialogue ""murderer of love"" to get to the inevitable happy ending.<br /><br />This is truly one of the worst movies I've ever seen.",0
1157,"I really miss the production of good old fashion Spooky films. If Ismail Merchant and James Ivory had been given the task of producing such a film it may have been this one, save for the lack of an internationally known, top drawer cast. This is one of those films that you watch alone on a dark evening with a pizza and some popcorn, and you don't even bother doing the dishes until morning because you just want to hide under the covers. Bravo to Director Herbert Wise, Writers Susan Hill and Nigel Kneale, top Production design by Jon Bunker, Art Direction by John Ralph and an excellent cast for making me shudder and feel so isolated even though I'm living in one of the most populated cities in the world in the beginning of the 21st Century. I gave it a ""9"" out of ""10"" because with the production and budget constraints of television, they really pulled of a great show.",1
1158,"This movie is ridiculous. Anyone saying the acting is great and the casting is superb have never seen even mediocre cinema. The acting is obviously terrible in the first 5 characters you meet. Lame. I feel like all the other ""soaring"" comments must have been made by people associated with the filmmakers. I was not very impressed by the storyline, but just wanted to see some beautiful Oregon countryside, and there was some decent cinematography--but the casting was anything BUT inspired. I think this movie also makes a mockery of the generally noble suggestion that something deep in the Amerindian culture has been ignored and perhaps lost and that reviving it is worthwhile, and possible. It places jokes in the wrong and all-too-obvious places, and makes me think it was written by the State Department or something. Back to the drawing board. To even suggest that this film deserves a place in the same vicinity of classics like Harold and Maude is absolutely retarded, and along the same line of begging and pretension and ""joking"" as is rampant in this film.",0
1159,"This movie strikes me as one of the most successful attempts ever at coming up with plausible answers for some of the nagging questions that have cropped up in recent scholarship concerning the ""Passion"" (suffering and death of Christ) accounts in the New Testament. (What motivated Judas if money was not the issue? What could bring the Sanhedrin to meet on a high holy day? Why did Pilate waffle?) It is a movie for the serious, thinking Christian: fans of ""The Passion of the Christ"" will no doubt be disappointed by the lack of gory spectacle and arch characterization. As for myself, I find the portrait painted here--of the willingness of ordinary people to so blithely sacrifice common decency when their own self-interest is at stake--far more realistic and deeply unsettling. (The disinterested, ""just doing my job"" look on the face of the man who drives the first nail in Christ's wrist is as chilling as any moment in film.) The film makes no claim to ""authenticity"", but the settings and costuming invariably feel more ""right"" than many more highly acclaimed efforts. It is a slow film but, if you accept its self-imposed limits (it is, after all, ""The Death""--not the Life--""of Christ""), ultimately a very rewarding one.",1
1160,"The only way this is a family drama is if parents explain everything wrong with its message.<br /><br />SPOILER: they feed a deer for a year and then kill it for eating their food after killing its mother and at first pontificating about taking responsibility for their actions. They blame bears and deer for ""misbehaving"" by eating while they take no responsibility to use adequate locks and fences or even learn to shoot instead of twice maiming animals and letting them linger.",0
1161,"If you want a serious laugh pain, watch this movie, and the things Bruce inflicts on his fellow newscaster. The deleted scenes are priceless. I don't know why they didn't include them in the original movie. It can't be because of time, since the movie is only 101 minutes long. Morgan Freeman is a brilliant actor, who has been overlooked for too long. Jim Carrey needs meds!",1
